order_id,customer_id,order_date,delivery_date,shipping_time_days,total_amount,Payment_type
ORD0001226,CUST00405,2025-11-10 07:18:22,2025-11-17 07:18:22,7,133.22,PayPal
ORD0001227,CUST00405,2026-02-14 11:48:24,2026-02-21 11:48:24,7,521.86,Gift Card
ORD0001228,CUST00405,2024-12-28 12:32:28,2025-01-04 12:32:28,7,808.09,Gift Card
ORD0001229,CUST00405,2025-12-25 02:24:45,2025-12-30 02:24:45,5,370.49,Apple Pay
ORD0001230,CUST00405,2024-07-07 21:21:01,2024-07-12 21:21:01,5,164.97,Gift Card
ORD0001231,CUST00406,2025-04-08 04:45:40,2025-04-11 04:45:40,3,170.62,Apple Pay
ORD0001232,CUST00407,2024-06-06 22:06:47,2024-06-10 22:06:47,4,462.95,Credit Card
ORD0001233,CUST00407,2024-07-27 18:19:56,2024-08-01 18:19:56,5,632.13,Financing
ORD0001234,CUST00407,2025-11-16 04:50:02,2025-11-23 04:50:02,7,31.55,PayPal
ORD0001235,CUST00407,2024-10-01 16:11:38,2024-10-08 16:11:38,7,557.92,PayPal
ORD0001236,CUST00407,2026-02-06 12:36:51,2026-02-12 12:36:51,6,2115.1,Credit Card
ORD0001237,CUST00408,2025-09-16 18:01:09,2025-09-24 18:01:09,8,75.54,PayPal
ORD0001238,CUST00408,2025-10-23 22:48:33,2025-10-31 22:48:33,8,1262.19,PayPal
ORD0001239,CUST00408,2025-09-15 06:16:28,2025-09-22 06:16:28,7,1075.12,Credit Card
ORD0001240,CUST00409,2025-02-12 02:43:06,2025-02-22 02:43:06,10,609.47,Apple Pay
ORD0001241,CUST00409,2026-01-26 08:15:04,2026-02-01 08:15:04,6,372.55,Apple Pay
ORD0001242,CUST00409,2025-12-25 09:01:55,2025-12-27 09:01:55,2,272.33,PayPal
ORD0001243,CUST00409,2025-06-16 07:29:29,2025-06-23 07:29:29,7,370.49,Credit Card
ORD0001244,CUST00409,2025-01-18 12:58:21,2025-01-20 12:58:21,2,125.28,PayPal
ORD0001245,CUST00410,2024-06-18 13:47:56,2024-06-28 13:47:56,10,1165.45,Financing
ORD0001246,CUST00410,2025-12-14 13:48:41,2025-12-21 13:48:41,7,55.6,PayPal
ORD0001247,CUST00410,2025-02-09 21:50:03,2025-02-17 21:50:03,8,328.01,Gift Card
ORD0001248,CUST00410,2024-04-20 05:53:38,2024-04-25 05:53:38,5,175.33,PayPal
ORD0001249,CUST00410,2024-10-31 20:17:47,2024-11-06 20:17:47,6,1059.51,Apple Pay
ORD0001250,CUST00410,2025-05-31 04:51:51,2025-06-08 04:51:51,8,910.8,Apple Pay
ORD0001251,CUST00410,2024-07-14 10:17:32,2024-07-20 10:17:32,6,1479.81,Apple Pay
ORD0001252,CUST00411,2025-03-28 16:15:26,2025-04-03 16:15:26,6,679.52,Financing
ORD0001253,CUST00411,2025-01-20 17:21:57,2025-01-24 17:21:57,4,630.04,Gift Card
ORD0001254,CUST00411,2025-09-14 00:51:41,2025-09-17 00:51:41,3,143.08,PayPal
ORD0001255,CUST00411,2025-11-12 05:01:10,2025-11-18 05:01:10,6,1480.42,Credit Card
ORD0001256,CUST00411,2025-09-13 15:46:20,2025-09-19 15:46:20,6,774.21,Financing
ORD0001257,CUST00411,2024-10-30 01:28:27,2024-11-07 01:28:27,8,335.03,Financing
ORD0001258,CUST00411,2025-07-07 11:25:16,2025-07-15 11:25:16,8,401.78,Apple Pay
ORD0001259,CUST00412,2025-01-30 09:15:41,2025-02-06 09:15:41,7,523.32,Gift Card
ORD0001260,CUST00412,2026-01-08 05:24:03,2026-01-15 05:24:03,7,552.79,Apple Pay
ORD0001261,CUST00412,2025-08-18 09:51:08,2025-08-25 09:51:08,7,420.91,Gift Card
ORD0001262,CUST00413,2025-01-22 23:12:07,2025-01-27 23:12:07,5,206.54,PayPal
ORD0001263,CUST00414,2024-07-02 14:08:56,2024-07-04 14:08:56,2,2318.22,Financing
ORD0001264,CUST00414,2025-09-15 14:17:47,2025-09-17 14:17:47,2,298.0,PayPal
ORD0001265,CUST00414,2024-10-08 01:11:15,2024-10-13 01:11:15,5,172.35,PayPal
ORD0001266,CUST00414,2025-04-10 15:23:50,2025-04-17 15:23:50,7,444.86,PayPal
ORD0001267,CUST00414,2024-04-28 20:55:28,2024-05-02 20:55:28,4,39.44,Credit Card
ORD0001268,CUST00414,2025-08-03 15:37:19,2025-08-15 15:37:19,12,322.12,Apple Pay
ORD0001269,CUST00414,2026-02-25 05:45:48,2026-03-03 05:45:48,6,1076.56,Apple Pay
ORD0001270,CUST00414,2025-06-19 11:49:24,2025-06-22 11:49:24,3,398.17,Financing
ORD0001271,CUST00415,2024-12-20 04:54:41,2024-12-27 04:54:41,7,985.41,Credit Card
ORD0001272,CUST00416,2026-03-21 08:02:17,2026-03-27 08:02:17,6,346.49,Apple Pay
ORD0001273,CUST00416,2025-07-27 07:11:16,2025-08-01 07:11:16,5,690.35,Financing
ORD0001274,CUST00416,2024-09-28 09:00:54,2024-10-02 09:00:54,4,457.03,Apple Pay
ORD0001275,CUST00416,2025-08-25 11:32:48,2025-08-31 11:32:48,6,133.03,Financing
ORD0001276,CUST00416,2024-05-28 12:52:56,2024-05-30 12:52:56,2,472.8,Gift Card
ORD0001277,CUST00416,2025-08-15 23:13:08,2025-08-21 23:13:08,6,389.17,Financing
ORD0001278,CUST00416,2026-01-09 08:12:29,2026-01-14 08:12:29,5,259.64,Credit Card
ORD0001279,CUST00417,2025-04-05 01:00:19,2025-04-09 01:00:19,4,533.56,Credit Card
ORD0001280,CUST00417,2026-03-16 18:38:44,2026-03-19 18:38:44,3,1873.14,Credit Card
ORD0001281,CUST00417,2025-10-05 23:27:25,2025-10-10 23:27:25,5,404.07,Credit Card
ORD0001282,CUST00417,2024-11-30 03:39:52,2024-12-03 03:39:52,3,666.2,Credit Card
ORD0001283,CUST00418,2025-08-26 17:07:54,2025-09-02 17:07:54,7,274.54,Credit Card
ORD0001284,CUST00418,2025-02-20 13:37:04,2025-03-02 13:37:04,10,96.99,Credit Card
ORD0001285,CUST00418,2024-07-09 01:25:42,2024-07-16 01:25:42,7,1630.0,Financing
ORD0001286,CUST00418,2024-07-27 00:03:49,2024-07-30 00:03:49,3,165.11,PayPal
ORD0001287,CUST00419,2024-05-14 15:45:25,2024-05-22 15:45:25,8,659.65,Financing
ORD0001288,CUST00420,2024-05-08 08:06:56,2024-05-10 08:06:56,2,741.91,Apple Pay
ORD0001289,CUST00421,2024-12-01 20:11:54,2024-12-07 20:11:54,6,229.75,Gift Card
ORD0001290,CUST00422,2025-04-27 01:37:11,2025-05-03 01:37:11,6,55.21,Gift Card
ORD0001291,CUST00422,2024-07-08 15:04:26,2024-07-12 15:04:26,4,254.77,Credit Card
ORD0001292,CUST00422,2024-06-23 22:13:17,2024-06-27 22:13:17,4,312.29,PayPal
ORD0001293,CUST00422,2024-10-08 19:25:16,2024-10-14 19:25:16,6,129.87,PayPal
ORD0001294,CUST00422,2026-02-27 14:08:37,2026-03-01 14:08:37,2,987.75,Financing
ORD0001295,CUST00422,2025-05-31 23:01:35,2025-06-08 23:01:35,8,98.58,Apple Pay
ORD0001296,CUST00423,2024-07-23 19:23:33,2024-07-26 19:23:33,3,1270.09,Financing
ORD0001297,CUST00423,2025-02-05 07:18:53,2025-02-11 07:18:53,6,240.48,Apple Pay
ORD0001298,CUST00424,2025-03-27 18:57:50,2025-03-30 18:57:50,3,185.63,Credit Card
ORD0001299,CUST00424,2025-01-22 14:35:14,2025-01-29 14:35:14,7,673.6,Credit Card
ORD0001300,CUST00424,2025-09-12 05:12:01,2025-09-19 05:12:01,7,277.09,Apple Pay
ORD0001301,CUST00424,2025-11-07 15:34:02,2025-11-14 15:34:02,7,858.14,Apple Pay
ORD0001302,CUST00425,2025-10-02 09:50:02,2025-10-09 09:50:02,7,336.57,PayPal
ORD0001303,CUST00425,2025-06-03 00:20:57,2025-06-06 00:20:57,3,147.45,Financing
ORD0001304,CUST00425,2025-02-28 23:31:13,2025-03-07 23:31:13,7,209.08,PayPal
ORD0001305,CUST00425,2025-07-09 15:14:56,2025-07-14 15:14:56,5,430.13,Financing
ORD0001306,CUST00426,2025-11-06 23:19:43,2025-11-18 23:19:43,12,1151.42,Credit Card
ORD0001307,CUST00427,2025-10-25 19:13:16,2025-10-30 19:13:16,5,232.07,Apple Pay
ORD0001308,CUST00428,2024-08-07 10:56:49,2024-08-15 10:56:49,8,482.71,Credit Card
ORD0001309,CUST00428,2026-02-26 03:44:26,2026-03-06 03:44:26,8,357.31,Credit Card
ORD0001310,CUST00428,2025-02-25 16:26:22,2025-03-04 16:26:22,7,1111.47,Credit Card
ORD0001311,CUST00428,2025-08-31 03:03:37,2025-09-06 03:03:37,6,262.52,Credit Card
ORD0001312,CUST00429,2024-06-25 08:19:42,2024-06-29 08:19:42,4,1036.19,Apple Pay
ORD0001313,CUST00429,2026-01-16 23:35:48,2026-01-22 23:35:48,6,1549.2,Credit Card
ORD0001314,CUST00429,2025-04-24 12:31:16,2025-05-01 12:31:16,7,129.35,Financing
ORD0001315,CUST00430,2025-07-31 15:01:13,2025-08-08 15:01:13,8,45.27,Financing
ORD0001316,CUST00430,2025-02-20 10:15:46,2025-03-02 10:15:46,10,168.91,Credit Card
ORD0001317,CUST00430,2026-04-08 19:38:57,2026-04-20 19:38:57,12,125.28,Apple Pay
ORD0001318,CUST00430,2024-11-12 17:09:56,2024-11-17 17:09:56,5,283.57,PayPal
ORD0001319,CUST00430,2024-05-04 20:18:25,2024-05-11 20:18:25,7,559.56,PayPal
ORD0001320,CUST00431,2025-09-27 14:11:44,2025-10-05 14:11:44,8,756.62,Gift Card
ORD0001321,CUST00431,2025-01-22 05:36:37,2025-01-28 05:36:37,6,1119.88,PayPal
ORD0001322,CUST00431,2024-09-25 04:37:54,2024-09-30 04:37:54,5,276.13,Gift Card
ORD0001323,CUST00432,2025-03-19 19:41:28,2025-03-23 19:41:28,4,504.23,Apple Pay
ORD0001324,CUST00432,2025-03-20 20:09:46,2025-03-24 20:09:46,4,250.48,PayPal
ORD0001325,CUST00432,2024-10-09 19:53:23,2024-10-12 19:53:23,3,433.6,Credit Card
ORD0001326,CUST00433,2026-02-02 21:10:43,2026-02-07 21:10:43,5,243.74,Credit Card
ORD0001327,CUST00433,2025-01-16 03:23:21,2025-01-20 03:23:21,4,774.8,Gift Card
ORD0001328,CUST00433,2024-06-25 14:32:08,2024-06-29 14:32:08,4,543.63,Gift Card
ORD0001329,CUST00433,2025-09-24 00:26:16,2025-09-30 00:26:16,6,747.98,Gift Card
ORD0001330,CUST00434,2025-01-19 18:03:04,2025-01-24 18:03:04,5,705.85,Apple Pay
ORD0001331,CUST00434,2025-06-06 08:00:38,2025-06-10 08:00:38,4,221.25,Credit Card
ORD0001332,CUST00435,2026-03-10 19:16:01,2026-03-16 19:16:01,6,268.07,Credit Card
ORD0001333,CUST00436,2025-08-23 06:52:27,2025-08-30 06:52:27,7,285.74,PayPal
ORD0001334,CUST00436,2025-01-13 00:35:47,2025-01-18 00:35:47,5,746.88,Financing
ORD0001335,CUST00436,2024-05-26 11:10:00,2024-05-31 11:10:00,5,735.01,Gift Card
ORD0001336,CUST00436,2025-02-12 16:17:32,2025-02-17 16:17:32,5,958.34,PayPal
ORD0001337,CUST00437,2024-11-09 17:14:03,2024-11-15 17:14:03,6,366.3,PayPal
ORD0001338,CUST00437,2024-09-03 20:43:09,2024-09-10 20:43:09,7,992.86,Apple Pay
ORD0001339,CUST00437,2024-07-13 07:39:12,2024-07-20 07:39:12,7,2140.69,Apple Pay
ORD0001340,CUST00437,2026-01-28 02:54:56,2026-02-02 02:54:56,5,768.25,Gift Card
ORD0001341,CUST00437,2026-01-09 14:28:00,2026-01-14 14:28:00,5,303.64,Gift Card
ORD0001342,CUST00438,2025-03-28 14:58:39,2025-04-02 14:58:39,5,189.8,PayPal
ORD0001343,CUST00438,2024-06-19 15:20:52,2024-06-26 15:20:52,7,54.96,PayPal
ORD0001344,CUST00439,2025-09-06 05:20:10,2025-09-14 05:20:10,8,423.91,Apple Pay
ORD0001345,CUST00439,2024-09-21 04:22:13,2024-09-28 04:22:13,7,54.96,PayPal
ORD0001346,CUST00439,2025-08-20 20:40:10,2025-08-25 20:40:10,5,96.27,PayPal
ORD0001347,CUST00439,2025-08-19 03:26:36,2025-08-27 03:26:36,8,33.51,Financing
ORD0001348,CUST00439,2025-07-17 06:02:19,2025-07-19 06:02:19,2,185.31,Credit Card
ORD0001349,CUST00440,2024-04-26 00:33:47,2024-05-04 00:33:47,8,314.53,PayPal
ORD0001350,CUST00440,2024-05-18 17:16:59,2024-05-28 17:16:59,10,336.55,Credit Card
ORD0001351,CUST00440,2025-12-11 13:20:44,2025-12-23 13:20:44,12,744.27,Credit Card
ORD0001352,CUST00441,2024-12-24 11:29:33,2024-12-26 11:29:33,2,53.71,Financing
ORD0001353,CUST00441,2024-10-15 14:53:04,2024-10-22 14:53:04,7,602.76,Credit Card
ORD0001354,CUST00441,2024-07-16 05:49:21,2024-07-22 05:49:21,6,120.4,Credit Card
ORD0001355,CUST00442,2025-12-11 16:45:59,2025-12-17 16:45:59,6,596.73,Gift Card
ORD0001356,CUST00442,2025-06-21 22:55:39,2025-06-26 22:55:39,5,23.52,Gift Card
ORD0001357,CUST00442,2024-09-15 19:44:26,2024-09-21 19:44:26,6,43.0,Apple Pay
ORD0001358,CUST00443,2024-06-01 17:25:02,2024-06-08 17:25:02,7,217.1,Apple Pay
ORD0001359,CUST00443,2026-01-13 23:21:25,2026-01-19 23:21:25,6,654.98,Apple Pay
ORD0001360,CUST00443,2025-11-24 17:59:55,2025-11-30 17:59:55,6,75.18,Apple Pay
ORD0001361,CUST00444,2025-06-13 21:36:48,2025-06-16 21:36:48,3,114.83,Apple Pay
ORD0001362,CUST00444,2024-09-17 08:07:28,2024-09-22 08:07:28,5,843.79,Financing
ORD0001363,CUST00444,2025-07-08 21:24:15,2025-07-11 21:24:15,3,341.31,Apple Pay
ORD0001364,CUST00444,2024-09-24 04:03:22,2024-10-01 04:03:22,7,1117.9,Apple Pay
ORD0001365,CUST00445,2025-12-31 22:50:14,2026-01-05 22:50:14,5,111.22,Financing
ORD0001366,CUST00446,2026-02-13 22:43:45,2026-02-18 22:43:45,5,430.92,Credit Card
ORD0001367,CUST00446,2024-10-07 09:50:29,2024-10-14 09:50:29,7,165.14,Financing
ORD0001368,CUST00446,2024-12-20 15:13:31,2024-12-25 15:13:31,5,113.24,Credit Card
ORD0001369,CUST00447,2025-12-01 21:42:28,2025-12-04 21:42:28,3,1051.25,Financing
ORD0001370,CUST00447,2024-08-02 01:02:26,2024-08-09 01:02:26,7,224.8,Credit Card
ORD0001371,CUST00447,2025-12-12 23:48:59,2025-12-15 23:48:59,3,692.71,PayPal
ORD0001372,CUST00448,2026-03-09 21:32:47,2026-03-12 21:32:47,3,282.94,Credit Card
ORD0001373,CUST00448,2025-07-16 08:20:03,2025-07-24 08:20:03,8,56.62,Gift Card
ORD0001374,CUST00448,2024-04-11 15:17:23,2024-04-13 15:17:23,2,69.82,Apple Pay
ORD0001375,CUST00448,2024-11-10 19:12:32,2024-11-17 19:12:32,7,1135.68,PayPal
ORD0001376,CUST00448,2026-02-05 04:16:52,2026-02-12 04:16:52,7,784.28,Credit Card
ORD0001377,CUST00449,2024-07-30 19:36:38,2024-08-04 19:36:38,5,800.78,Apple Pay
ORD0001378,CUST00449,2024-07-19 09:39:37,2024-07-26 09:39:37,7,56.62,Credit Card
ORD0001379,CUST00450,2025-06-03 00:46:38,2025-06-10 00:46:38,7,384.56,Credit Card
ORD0001380,CUST00450,2024-10-21 02:57:51,2024-10-26 02:57:51,5,11.83,PayPal
ORD0001381,CUST00450,2025-12-20 15:48:28,2025-12-26 15:48:28,6,270.88,Gift Card
ORD0001382,CUST00450,2024-08-22 23:17:36,2024-08-29 23:17:36,7,174.94,Gift Card
ORD0001383,CUST00450,2024-07-03 19:36:25,2024-07-07 19:36:25,4,109.0,PayPal
ORD0001384,CUST00450,2025-09-04 21:26:20,2025-09-11 21:26:20,7,547.3,Apple Pay
ORD0001385,CUST00451,2026-02-11 10:11:26,2026-02-16 10:11:26,5,143.22,Apple Pay
ORD0001386,CUST00451,2024-04-29 11:00:29,2024-05-06 11:00:29,7,957.79,PayPal
ORD0001387,CUST00451,2024-07-20 19:25:18,2024-07-27 19:25:18,7,1322.93,Apple Pay
ORD0001388,CUST00452,2024-04-20 23:26:52,2024-04-26 23:26:52,6,527.42,Credit Card
ORD0001389,CUST00453,2025-01-12 16:33:05,2025-01-15 16:33:05,3,277.55,Financing
ORD0001390,CUST00453,2025-12-14 00:48:46,2025-12-22 00:48:46,8,962.1,Gift Card
ORD0001391,CUST00453,2025-12-12 19:51:37,2025-12-18 19:51:37,6,176.43,Credit Card
ORD0001392,CUST00454,2024-10-11 05:47:52,2024-10-14 05:47:52,3,194.22,Financing
ORD0001393,CUST00455,2025-07-10 19:26:43,2025-07-16 19:26:43,6,203.43,Credit Card
ORD0001394,CUST00455,2024-12-16 21:58:08,2024-12-21 21:58:08,5,143.89,Financing
ORD0001395,CUST00455,2024-04-21 16:36:43,2024-04-25 16:36:43,4,34.11,Apple Pay
ORD0001396,CUST00456,2024-08-22 18:36:57,2024-08-25 18:36:57,3,670.74,Apple Pay
ORD0001397,CUST00456,2024-11-01 13:14:25,2024-11-09 13:14:25,8,197.07,Financing
ORD0001398,CUST00456,2024-05-20 03:13:11,2024-05-27 03:13:11,7,497.8,Apple Pay
ORD0001399,CUST00457,2024-07-16 21:22:54,2024-07-26 21:22:54,10,1120.47,Apple Pay
ORD0001400,CUST00458,2025-11-06 13:03:29,2025-11-12 13:03:29,6,137.74,Financing
ORD0001401,CUST00458,2025-03-02 09:42:17,2025-03-09 09:42:17,7,128.1,Gift Card
ORD0001402,CUST00459,2025-05-23 01:22:35,2025-05-30 01:22:35,7,60.37,Gift Card
ORD0001403,CUST00459,2024-07-06 17:00:28,2024-07-10 17:00:28,4,457.42,Apple Pay
ORD0001404,CUST00460,2025-11-09 14:38:22,2025-11-16 14:38:22,7,429.51,Gift Card
ORD0001405,CUST00460,2024-05-28 19:14:20,2024-06-03 19:14:20,6,64.45,Credit Card
ORD0001406,CUST00460,2025-04-14 08:17:58,2025-04-20 08:17:58,6,132.82,Financing
ORD0001407,CUST00460,2025-03-23 14:53:13,2025-03-27 14:53:13,4,160.65,Gift Card
ORD0001408,CUST00460,2025-12-04 17:43:12,2025-12-10 17:43:12,6,756.03,Apple Pay
ORD0001409,CUST00461,2025-01-15 15:19:37,2025-01-19 15:19:37,4,537.1,Credit Card
ORD0001410,CUST00461,2025-05-13 01:52:49,2025-05-19 01:52:49,6,511.87,Gift Card
ORD0001411,CUST00462,2025-07-14 13:10:05,2025-07-18 13:10:05,4,45.06,Gift Card
ORD0001412,CUST00463,2024-07-03 03:20:43,2024-07-05 03:20:43,2,353.24,Credit Card
ORD0001413,CUST00463,2025-03-26 12:25:23,2025-03-31 12:25:23,5,474.32,PayPal
ORD0001414,CUST00463,2025-05-05 18:39:55,2025-05-10 18:39:55,5,220.74,Gift Card
ORD0001415,CUST00463,2024-09-28 12:25:05,2024-10-03 12:25:05,5,413.99,Credit Card
ORD0001416,CUST00463,2025-07-31 04:51:14,2025-08-05 04:51:14,5,494.6,Apple Pay
ORD0001417,CUST00463,2024-05-13 02:48:51,2024-05-17 02:48:51,4,791.76,Financing
ORD0001418,CUST00464,2025-10-26 07:13:24,2025-11-02 07:13:24,7,115.08,Apple Pay
ORD0001419,CUST00465,2025-12-08 18:50:26,2025-12-15 18:50:26,7,940.94,Financing
ORD0001420,CUST00466,2026-03-16 06:47:26,2026-03-22 06:47:26,6,719.56,Apple Pay
ORD0001421,CUST00466,2026-02-11 20:07:36,2026-02-23 20:07:36,12,257.85,PayPal
ORD0001422,CUST00467,2025-09-03 05:16:29,2025-09-07 05:16:29,4,107.07,Financing
ORD0001423,CUST00467,2025-05-19 10:59:11,2025-05-23 10:59:11,4,1309.51,Apple Pay
ORD0001424,CUST00467,2024-11-29 17:13:41,2024-12-07 17:13:41,8,200.35,Apple Pay
ORD0001425,CUST00467,2025-03-31 04:57:46,2025-04-05 04:57:46,5,515.7,Credit Card
ORD0001426,CUST00467,2025-08-22 03:10:15,2025-08-26 03:10:15,4,335.74,Gift Card
ORD0001427,CUST00467,2024-05-03 15:07:17,2024-05-09 15:07:17,6,197.34,PayPal
ORD0001428,CUST00468,2024-05-26 16:17:56,2024-05-31 16:17:56,5,49.67,Apple Pay
ORD0001429,CUST00469,2025-04-16 11:18:04,2025-04-23 11:18:04,7,375.48,Financing
ORD0001430,CUST00469,2026-01-27 13:13:15,2026-01-31 13:13:15,4,689.24,Financing
ORD0001431,CUST00470,2025-02-15 09:07:10,2025-02-21 09:07:10,6,856.66,Gift Card
ORD0001432,CUST00471,2025-03-06 12:44:51,2025-03-11 12:44:51,5,258.86,PayPal
ORD0001433,CUST00471,2025-09-24 08:12:56,2025-10-04 08:12:56,10,499.16,Financing
ORD0001434,CUST00472,2024-07-02 06:59:08,2024-07-06 06:59:08,4,450.71,Apple Pay
ORD0001435,CUST00472,2025-04-25 05:42:18,2025-04-27 05:42:18,2,246.6,Financing
ORD0001436,CUST00472,2025-10-14 18:33:15,2025-10-20 18:33:15,6,805.34,Apple Pay
ORD0001437,CUST00473,2026-03-17 00:29:02,2026-03-24 00:29:02,7,201.04,Apple Pay
ORD0001438,CUST00473,2025-03-19 23:01:57,2025-03-26 23:01:57,7,75.54,PayPal
ORD0001439,CUST00473,2024-06-05 12:23:51,2024-06-12 12:23:51,7,595.65,Gift Card
ORD0001440,CUST00473,2026-03-08 21:58:44,2026-03-16 21:58:44,8,1025.07,Apple Pay
ORD0001441,CUST00473,2024-06-11 04:28:30,2024-06-16 04:28:30,5,666.31,Apple Pay
ORD0001442,CUST00473,2024-12-15 15:01:51,2024-12-18 15:01:51,3,88.67,PayPal
ORD0001443,CUST00474,2025-07-25 21:55:02,2025-08-01 21:55:02,7,115.97,Apple Pay
ORD0001444,CUST00474,2024-08-02 15:34:27,2024-08-07 15:34:27,5,110.4,Apple Pay
ORD0001445,CUST00474,2024-05-30 10:50:13,2024-06-05 10:50:13,6,1387.19,Financing
ORD0001446,CUST00474,2024-07-16 10:48:47,2024-07-22 10:48:47,6,508.42,Gift Card
ORD0001447,CUST00474,2024-11-09 01:06:04,2024-11-15 01:06:04,6,76.68,Apple Pay
ORD0001448,CUST00474,2025-08-07 08:33:10,2025-08-14 08:33:10,7,351.96,Financing
ORD0001449,CUST00474,2025-08-14 03:50:12,2025-08-19 03:50:12,5,403.28,Financing
ORD0001450,CUST00474,2025-07-08 02:25:12,2025-07-14 02:25:12,6,71.61,Apple Pay
ORD0001451,CUST00475,2025-06-09 08:32:10,2025-06-15 08:32:10,6,2191.92,Financing
ORD0001452,CUST00475,2025-10-14 13:55:18,2025-10-24 13:55:18,10,166.91,Financing
ORD0001453,CUST00476,2024-12-18 00:19:38,2024-12-24 00:19:38,6,355.29,Financing
ORD0001454,CUST00477,2025-01-30 07:00:14,2025-02-06 07:00:14,7,1161.8,Credit Card
ORD0001455,CUST00478,2025-07-17 10:37:21,2025-07-24 10:37:21,7,87.01,PayPal
ORD0001456,CUST00478,2025-05-26 12:43:39,2025-05-30 12:43:39,4,261.26,Apple Pay
ORD0001457,CUST00478,2024-11-24 11:43:25,2024-12-08 11:43:25,14,379.2,Credit Card
ORD0001458,CUST00478,2025-03-27 20:17:59,2025-04-02 20:17:59,6,287.83,PayPal
ORD0001459,CUST00479,2025-05-07 02:35:11,2025-05-12 02:35:11,5,953.93,Financing
ORD0001460,CUST00479,2025-07-23 16:24:17,2025-07-26 16:24:17,3,202.95,Credit Card
ORD0001461,CUST00479,2025-03-09 13:55:41,2025-03-13 13:55:41,4,91.72,Financing
ORD0001462,CUST00479,2024-06-25 11:15:06,2024-06-29 11:15:06,4,1289.3,Apple Pay
ORD0001463,CUST00480,2025-12-16 10:48:50,2025-12-21 10:48:50,5,55.21,PayPal
ORD0001464,CUST00480,2025-10-06 12:32:52,2025-10-09 12:32:52,3,369.81,PayPal
ORD0001465,CUST00480,2024-07-07 07:15:51,2024-07-15 07:15:51,8,68.72,PayPal
ORD0001466,CUST00481,2026-01-31 19:38:24,2026-02-04 19:38:24,4,500.02,PayPal
ORD0001467,CUST00481,2025-08-30 23:09:55,2025-09-03 23:09:55,4,218.72,Financing
ORD0001468,CUST00481,2025-08-28 00:23:50,2025-09-09 00:23:50,12,398.41,Credit Card
ORD0001469,CUST00481,2026-02-20 04:03:39,2026-02-24 04:03:39,4,415.42,Credit Card
ORD0001470,CUST00481,2025-11-27 16:56:08,2025-12-09 16:56:08,12,692.82,Credit Card
ORD0001471,CUST00481,2025-06-11 16:03:53,2025-06-14 16:03:53,3,82.93,Apple Pay
ORD0001472,CUST00481,2025-10-21 07:51:40,2025-10-31 07:51:40,10,130.73,Gift Card
ORD0001473,CUST00482,2026-02-10 16:22:39,2026-02-16 16:22:39,6,1276.0,Apple Pay
ORD0001474,CUST00482,2024-09-23 10:45:06,2024-09-29 10:45:06,6,598.27,Financing
ORD0001475,CUST00482,2025-03-09 11:30:58,2025-03-15 11:30:58,6,259.63,Gift Card
ORD0001476,CUST00483,2025-03-26 04:01:30,2025-04-01 04:01:30,6,286.94,Credit Card
ORD0001477,CUST00483,2026-02-28 05:38:52,2026-03-06 05:38:52,6,26.4,PayPal
ORD0001478,CUST00484,2024-10-03 21:51:37,2024-10-07 21:51:37,4,435.21,Credit Card
ORD0001479,CUST00484,2025-02-24 20:28:31,2025-03-03 20:28:31,7,329.24,Gift Card
ORD0001480,CUST00484,2024-12-28 16:34:28,2025-01-03 16:34:28,6,579.85,Gift Card
ORD0001481,CUST00485,2026-01-12 02:38:37,2026-01-17 02:38:37,5,57.59,PayPal
ORD0001482,CUST00485,2025-03-27 16:15:49,2025-04-02 16:15:49,6,451.35,Financing
ORD0001483,CUST00486,2025-02-13 03:18:02,2025-02-17 03:18:02,4,116.24,PayPal
ORD0001484,CUST00486,2025-02-26 13:02:25,2025-03-04 13:02:25,6,262.12,Gift Card
ORD0001485,CUST00486,2025-10-28 03:23:39,2025-11-03 03:23:39,6,952.39,Credit Card
ORD0001486,CUST00486,2024-06-22 06:57:35,2024-06-27 06:57:35,5,498.96,Apple Pay
ORD0001487,CUST00486,2024-12-08 04:45:17,2024-12-12 04:45:17,4,325.03,Gift Card
ORD0001488,CUST00487,2025-03-06 21:53:20,2025-03-09 21:53:20,3,349.8,Apple Pay
ORD0001489,CUST00487,2024-12-08 04:17:34,2024-12-12 04:17:34,4,78.94,Financing
ORD0001490,CUST00488,2025-09-08 00:56:26,2025-09-18 00:56:26,10,132.51,Gift Card
ORD0001491,CUST00488,2024-10-24 09:55:17,2024-11-05 09:55:17,12,210.48,Gift Card
ORD0001492,CUST00488,2025-01-25 03:54:29,2025-01-30 03:54:29,5,1406.37,PayPal
ORD0001493,CUST00488,2024-08-05 23:49:37,2024-08-08 23:49:37,3,509.11,Apple Pay
ORD0001494,CUST00489,2025-09-24 21:42:12,2025-10-02 21:42:12,8,803.46,Apple Pay
ORD0001495,CUST00489,2026-03-27 08:07:10,2026-03-29 08:07:10,2,64.04,Credit Card
ORD0001496,CUST00489,2025-04-12 19:25:32,2025-04-15 19:25:32,3,489.22,Financing
ORD0001497,CUST00490,2024-05-31 13:53:13,2024-06-06 13:53:13,6,34.95,Apple Pay
ORD0001498,CUST00490,2024-06-19 06:59:04,2024-06-25 06:59:04,6,105.48,Financing
ORD0001499,CUST00490,2026-01-15 11:46:59,2026-01-23 11:46:59,8,26.94,PayPal
