sku_id,embedding_vector,last_updated
SKU00213,"0.322376,0.718576,0.784040,0.567699,1.000000,0.059183,0.087454,-0.051792,0.136458,-0.025125,0.052241,-0.024219,-0.055820,0.148196,0.215065,-0.091522,-0.046456,-0.033575,0.105749,0.131298,0.100928,0.147536,-0.060841,-0.122561,0.090536,0.028414,0.036589,-0.162895,-0.047373,-0.114674,-0.145629,-0.064318,0.045209,0.051135,0.002353,0.002624,-0.101516,0.045317,0.020093,0.053178,0.121023,0.034634,0.006830,0.001777,0.053257,0.046083,-0.106071,0.148728,-0.086478,-0.045323",2026-03-27 21:57:15.988232
SKU00214,"0.658897,0.707480,0.804280,0.442568,1.000000,-0.092149,0.106876,-0.089476,0.011627,-0.100812,-0.062574,0.006395,-0.038203,-0.045964,-0.087190,0.001300,-0.048889,0.039013,0.081241,0.051609,-0.082320,0.158451,-0.036525,-0.002386,-0.005698,0.070137,-0.077582,-0.105822,-0.094483,0.035363,-0.138210,0.095823,0.026451,-0.049620,-0.168531,-0.155350,0.046967,0.020652,0.294093,0.194988,0.149922,0.181069,0.003450,-0.042298,-0.051137,-0.143798,0.043306,0.026645,0.087765,0.038142",2026-04-06 21:57:15.988309
SKU00215,"0.853965,0.834359,0.753883,0.382385,1.000000,-0.051326,0.021676,0.059966,-0.011908,-0.059058,-0.007730,-0.168967,0.071483,-0.126036,-0.100275,0.063183,-0.060680,-0.004339,0.110657,-0.244588,-0.011196,-0.072168,-0.075442,0.041716,-0.000998,-0.231283,0.110038,-0.100700,-0.149547,0.010237,-0.020178,0.054609,-0.196911,0.139442,0.090427,0.079463,-0.100784,-0.025392,-0.033087,0.054825,0.005367,0.116534,-0.080780,-0.203486,0.000386,0.011329,-0.034134,0.023694,0.074649,-0.016016",2026-03-18 21:57:15.988379
SKU00216,"0.805698,0.815846,0.738711,0.369237,1.000000,0.082024,-0.013205,0.076461,0.156970,-0.275200,-0.051574,0.075572,-0.021620,0.043824,-0.015127,-0.043984,-0.033353,0.036991,0.015782,0.004646,-0.012466,0.051514,-0.040542,-0.019211,0.085199,-0.141893,0.017520,-0.120214,0.027200,0.025592,0.037254,-0.056714,0.019645,0.176448,0.025367,0.097771,-0.114870,-0.080674,0.064152,0.074340,0.301767,0.142913,0.071184,-0.043659,0.079915,-0.032410,0.017795,0.158495,0.127910,-0.071334",2026-03-18 21:57:15.988446
SKU00217,"0.704283,0.840527,0.868790,0.418129,1.000000,-0.124996,-0.014718,-0.081913,0.119656,0.035426,0.059495,-0.034766,0.024782,-0.055036,-0.018304,-0.040437,0.132369,0.018216,-0.107709,0.061426,-0.170201,0.187168,0.088814,0.043968,-0.003039,0.051154,-0.011425,0.035374,0.137388,0.154388,0.122966,-0.207599,-0.035367,-0.047513,0.053803,-0.022295,0.098216,-0.152173,0.001112,-0.074359,0.157386,-0.090444,-0.085448,-0.063511,0.106553,0.090613,0.066417,0.175314,-0.029943,-0.139059",2026-03-13 21:57:15.988504
SKU00218,"0.501080,0.773041,0.850979,0.418586,1.000000,0.031045,0.038104,0.020257,-0.121621,0.056157,0.158979,0.029508,0.025707,-0.240008,-0.007495,-0.144048,0.006580,-0.148375,-0.076246,0.020569,0.048526,-0.070438,-0.018102,0.120569,0.187541,0.111005,-0.121341,-0.184311,-0.007842,0.084846,0.000592,-0.112514,-0.073280,-0.042465,0.158198,-0.023124,-0.043774,-0.060962,0.021977,-0.014630,0.065204,0.056437,0.016720,-0.051054,0.077713,0.162902,-0.013793,0.020163,-0.019721,0.058780",2026-04-05 21:57:15.988561
SKU00219,"0.918828,0.985577,0.746703,0.458487,1.000000,0.195590,-0.021084,0.002148,0.227224,0.109864,-0.023516,0.122935,0.098459,0.092851,0.006778,-0.070270,0.008596,0.193702,-0.195683,0.019945,0.094191,-0.002438,0.013079,0.129994,-0.056229,0.007366,-0.062029,0.179801,0.037920,0.111172,0.043009,0.153345,-0.115841,0.083672,-0.132530,0.025097,-0.213954,-0.091123,0.053476,0.111442,-0.139037,-0.047339,0.118521,0.046103,0.025443,0.077952,0.008626,0.083711,0.092288,0.089694",2026-03-22 21:57:15.988616
SKU00220,"0.712362,0.760863,0.730718,0.519229,1.000000,0.072872,-0.075112,-0.000999,0.009479,-0.018177,-0.000709,-0.085706,-0.022576,0.030340,-0.107092,0.060221,0.060662,-0.101734,0.005029,-0.079583,0.146062,0.129901,0.039971,0.020407,0.043213,-0.126026,0.163690,0.164204,0.043501,0.145306,0.106060,-0.086778,-0.036289,0.143272,0.063993,0.050869,0.058523,0.116081,0.095133,0.027767,0.051906,-0.043596,0.115250,0.062309,-0.052540,-0.047154,0.037500,-0.156342,0.025418,0.021385",2026-03-28 21:57:15.988679
SKU00221,"0.782548,0.716192,0.749552,0.504426,1.000000,0.012542,-0.051487,-0.012000,-0.101090,0.094137,-0.094689,0.252175,-0.128062,0.138342,0.017768,-0.146251,0.150750,0.161091,0.190171,0.010731,0.000295,-0.066709,-0.083463,0.161931,0.134155,0.007047,-0.059561,0.160577,-0.033862,-0.018078,-0.014040,-0.005263,0.081234,0.047385,0.150688,0.142748,-0.145039,0.083575,-0.148703,-0.087885,0.037382,-0.022112,-0.125177,-0.044864,-0.084833,-0.003130,-0.094487,0.120763,0.119583,-0.206627",2026-03-19 21:57:15.988732
SKU00222,"0.812014,0.960849,0.975237,0.499118,1.000000,-0.130859,0.106237,-0.195004,-0.094723,-0.011920,-0.019734,0.131069,-0.118662,0.009347,-0.182055,0.056332,-0.019571,0.012329,0.096650,0.102149,0.103003,0.047901,-0.035431,-0.215707,0.240922,-0.026419,-0.105840,0.268553,0.167438,0.057086,0.120643,-0.000420,0.016672,0.098897,-0.192863,-0.028444,0.007945,0.008323,0.015069,-0.118445,-0.182185,-0.197791,-0.050935,-0.099682,-0.066959,-0.173108,-0.061923,0.011003,-0.093714,0.073937",2026-03-18 21:57:15.988785
SKU00223,"0.820254,0.682704,0.759906,0.400570,1.000000,-0.074506,-0.085288,-0.145341,-0.167488,-0.003557,0.003533,-0.254700,0.110182,-0.200022,0.019149,0.103856,-0.033876,-0.022225,-0.119897,-0.152112,-0.075311,0.054045,-0.192472,-0.056734,-0.113270,-0.002518,0.163599,0.124905,-0.167320,-0.070652,-0.105037,-0.109470,-0.007921,0.075372,-0.134431,-0.171405,0.061273,0.187441,-0.163566,-0.003717,-0.280381,0.131301,0.046854,0.045788,0.145606,-0.069434,-0.070997,0.013301,0.004122,0.125119",2026-03-26 21:57:15.988842
SKU00224,"0.949547,0.863752,0.804748,0.591720,1.000000,-0.005046,0.127592,-0.097252,0.020888,-0.012206,0.107652,0.024219,-0.027869,-0.121578,-0.149584,0.172725,-0.130983,-0.068597,-0.015572,-0.031994,0.085468,-0.010712,-0.110306,0.053866,-0.065665,-0.082883,0.050069,-0.069934,-0.210570,0.117832,-0.060696,-0.030593,-0.027825,-0.021922,-0.035282,0.095633,-0.162606,0.029043,-0.093583,0.026185,-0.304374,0.089500,0.121346,-0.179781,0.122112,-0.038196,0.041097,-0.107407,0.040061,0.002112",2026-03-15 21:57:15.988894
SKU00225,"0.310006,0.701142,0.855220,0.452429,1.000000,0.041244,-0.134303,0.027512,-0.074269,0.068013,-0.013624,0.084230,0.016000,0.087122,-0.109226,0.070187,0.106721,0.110480,-0.024728,-0.078739,0.022514,-0.096471,0.109195,0.169367,0.041012,-0.079306,-0.003067,0.100032,0.116851,-0.094356,0.013175,0.015387,0.006231,-0.100176,0.056849,-0.064843,-0.147806,0.201659,-0.071532,0.052729,-0.082475,0.045458,0.048298,-0.022590,-0.058046,0.143733,0.017883,0.025294,-0.148258,0.051106",2026-03-30 21:57:15.988944
SKU00226,"0.808454,0.864506,0.822803,0.494193,1.000000,0.569837,-0.025753,0.070429,0.074439,0.008539,0.112310,0.117728,-0.050284,-0.157074,0.209670,-0.222535,-0.158630,0.082298,-0.011171,-0.032609,0.108994,-0.113138,0.062651,-0.158194,-0.039413,0.139225,0.219591,0.208815,0.061561,0.072808,0.107348,0.296825,0.003580,-0.024267,0.146460,0.050515,0.182552,0.167538,0.047170,-0.131082,0.157062,0.137675,-0.119335,-0.089892,0.016052,-0.073090,-0.197060,-0.111161,0.063935,-0.002234",2026-04-03 21:57:15.989002
SKU00227,"0.726679,0.623267,0.811674,0.445933,1.000000,-0.100162,-0.009548,0.068406,0.000654,0.006642,0.027406,0.025140,0.028889,0.019201,0.065285,-0.135198,0.027929,0.156381,-0.052695,-0.023034,-0.132498,-0.148533,-0.154648,0.098851,-0.048357,-0.092423,-0.009214,-0.013903,-0.099133,0.044648,-0.041029,0.073757,-0.035767,0.091778,-0.041448,0.061156,0.052246,-0.013672,0.031370,0.000634,0.054127,-0.135670,0.048001,-0.028291,0.124430,0.022822,-0.137832,-0.062453,0.023719,0.062191",2026-03-12 21:57:15.989054
SKU00228,"0.584811,0.611817,0.830181,0.552736,1.000000,-0.091487,0.022227,0.086386,0.016617,-0.157368,-0.100631,0.000696,-0.141332,-0.193731,-0.011429,0.024689,-0.087487,0.111681,-0.138813,0.011762,-0.032536,0.144426,-0.095255,0.084056,0.064881,-0.092287,0.147043,0.084227,0.029349,-0.013230,0.138521,0.088461,-0.206847,0.146683,-0.042266,0.029451,0.107587,0.011003,0.170857,0.083164,-0.178678,-0.125585,0.212874,-0.151663,-0.098466,-0.165083,0.049025,0.057594,-0.016702,-0.001773",2026-03-20 21:57:15.989105
SKU00229,"0.582728,0.886202,0.732888,0.539798,1.000000,0.068975,0.070797,-0.035026,0.035311,-0.008787,-0.162313,0.108789,0.025694,0.105119,-0.071365,0.123010,0.049132,-0.080289,0.030455,0.125024,0.030310,0.077919,0.330615,-0.164420,-0.069411,-0.264083,-0.061939,-0.023446,0.105325,-0.084140,-0.116937,-0.085728,-0.077122,-0.120923,-0.058414,-0.084389,-0.037131,0.110387,-0.004651,0.019777,0.036448,0.105422,0.018671,-0.020907,0.034824,0.184385,0.019828,-0.064448,-0.095905,0.144265",2026-03-18 21:57:15.989157
SKU00230,"0.651754,0.839164,0.846968,0.387577,1.000000,-0.001618,-0.058084,-0.096458,0.083631,0.027477,-0.061478,-0.214150,0.060453,0.172799,0.007728,0.126477,0.022453,0.116915,-0.033066,-0.009750,0.155189,0.098010,-0.002399,0.131461,-0.146586,-0.189465,-0.070132,-0.112902,-0.104287,0.046513,-0.003162,0.040411,0.121213,-0.009490,-0.123548,-0.061203,-0.017940,0.063080,0.200564,0.089122,0.041939,-0.214739,0.121475,-0.090799,0.017016,0.140667,-0.065373,-0.156471,-0.117349,-0.046018",2026-03-25 21:57:15.989208
SKU00231,"0.974426,0.814769,0.763882,0.486661,1.500000,0.062467,-0.081577,0.066290,-0.152793,0.081773,-0.062386,-0.084700,0.057804,0.153467,0.113870,-0.000159,0.122768,0.078651,0.006017,0.031639,-0.058088,-0.114815,0.022254,-0.059860,-0.225523,-0.055172,0.011054,0.182276,-0.084189,0.004350,-0.095464,-0.083992,0.003918,-0.230375,0.219076,0.066229,-0.228162,-0.226566,0.093088,-0.147858,-0.027052,0.006770,-0.052437,0.153686,-0.083042,-0.102613,-0.095229,-0.087398,0.094580,0.067496",2026-03-23 21:57:15.989260
SKU00232,"0.411302,0.504480,0.655951,0.569366,1.500000,-0.104401,0.106906,-0.076095,0.076104,-0.023008,-0.006228,0.017857,-0.127716,-0.105896,0.079317,-0.010825,-0.056674,-0.013075,-0.118063,-0.069897,0.083475,0.202526,-0.124027,0.059607,-0.296821,0.002469,-0.072296,0.052493,-0.004797,-0.049614,-0.124649,0.112040,0.006682,0.059197,0.145974,-0.004313,0.034565,0.013526,-0.024015,-0.106537,-0.132218,-0.021367,-0.052019,-0.207552,-0.034200,0.055323,0.052866,0.071247,-0.043696,-0.080028",2026-04-05 21:57:15.989314
SKU00233,"0.817413,0.955477,0.520114,0.451459,1.500000,-0.071246,0.054006,-0.076740,0.082984,0.039702,-0.059434,0.017490,-0.007311,-0.022693,0.020826,-0.061035,-0.048907,-0.095392,-0.150065,-0.122235,-0.015333,-0.029790,-0.006967,0.056774,-0.052249,0.132228,0.192230,0.072048,0.048757,0.067015,0.106243,0.088294,-0.167252,0.224462,0.042328,-0.193072,0.162743,-0.025994,-0.010242,0.113499,0.154904,0.062010,-0.032432,-0.256863,-0.066007,0.083416,-0.117083,0.162657,-0.040445,0.175419",2026-03-20 21:57:15.989372
SKU00234,"0.704027,0.769142,0.493805,0.486484,1.500000,0.143476,-0.083393,-0.006608,0.223944,0.154213,0.070719,-0.055486,-0.006594,0.044453,0.025132,-0.028435,0.129401,-0.044279,-0.149117,-0.027373,0.026525,0.113170,-0.085107,-0.048497,-0.121972,0.007850,0.099945,0.076734,0.003883,-0.160115,0.038661,0.024234,-0.057707,-0.108231,-0.059851,0.279806,-0.053124,-0.071206,-0.059085,-0.024321,-0.033269,-0.060070,0.020387,0.096222,0.103590,-0.016690,0.037015,-0.111569,-0.023930,0.065396",2026-03-25 21:57:15.989441
SKU00235,"0.594567,0.859068,0.625871,0.646044,1.500000,-0.091471,-0.013641,-0.011819,0.005517,-0.002437,-0.015224,0.049501,-0.077417,-0.106027,-0.003483,0.025415,-0.003642,0.012664,-0.150297,0.051016,-0.147044,0.011258,-0.032163,0.089640,-0.096276,0.021576,-0.100420,0.186784,0.109576,-0.126147,-0.153613,0.243795,-0.118978,0.043032,0.108968,-0.179751,-0.021013,0.016629,-0.094701,-0.004580,0.152468,0.032714,-0.089933,0.056661,-0.074903,0.049378,-0.016737,0.026688,0.024088,-0.080773",2026-03-23 21:57:15.989502
SKU00236,"0.844071,0.849497,0.815091,0.533489,1.500000,-0.053530,-0.088799,-0.036233,-0.095901,0.001090,-0.160536,0.055809,0.080870,-0.154737,-0.024618,0.068535,0.072241,-0.076012,-0.073734,0.035065,0.109406,-0.142600,-0.108187,-0.123639,-0.012921,0.021002,0.060125,0.057682,-0.036369,0.112827,0.126531,-0.007495,0.059862,-0.099772,0.028216,0.037268,-0.044334,-0.164255,0.005808,0.045562,0.046031,-0.007102,-0.027450,0.019848,-0.224202,0.060128,0.033856,0.145216,0.043408,0.033827",2026-04-08 21:57:15.989554
SKU00237,"0.696540,0.948986,0.756032,0.608331,1.500000,0.045492,-0.198065,-0.124915,-0.008482,0.048762,-0.143413,0.031202,0.102387,-0.013692,-0.016577,-0.151867,-0.021654,0.149057,-0.013638,0.055608,0.116223,0.045481,0.031280,0.173679,-0.044641,-0.065809,0.027923,-0.005652,-0.198785,-0.027714,-0.132526,-0.020000,0.052007,-0.179287,0.078982,-0.043994,0.047469,0.020026,-0.026039,-0.125275,-0.056640,-0.034486,-0.003033,-0.095887,-0.060361,-0.017160,-0.058991,0.064290,-0.065798,0.145797",2026-03-12 21:57:15.989605
SKU00238,"0.888240,0.821973,0.491462,0.474424,1.500000,-0.084796,0.106668,-0.046710,-0.004053,0.156676,0.008752,0.223143,0.042490,0.014122,-0.109021,-0.150465,-0.182910,0.091930,-0.097408,-0.096331,-0.042473,0.035843,-0.005031,0.068831,-0.010562,-0.228696,0.013371,0.057103,0.102574,0.071122,0.031903,-0.105693,-0.092246,0.189375,0.091074,-0.160788,-0.112945,0.032345,-0.112439,-0.010586,0.008435,-0.010612,0.006861,0.044967,-0.119686,-0.101824,0.100341,-0.066432,-0.027892,-0.140561",2026-04-03 21:57:15.989658
SKU00239,"0.786600,0.975195,0.812836,0.523527,1.500000,0.032639,0.015534,-0.014275,-0.117644,-0.059787,0.071075,0.152732,0.004839,-0.136748,0.096173,0.052720,-0.008824,-0.112167,0.032558,0.045738,0.074441,0.069126,0.161542,-0.217844,0.065656,-0.058673,-0.034592,-0.134728,0.095497,0.020861,-0.130422,0.024260,0.015211,-0.202317,0.083472,-0.165739,0.091694,-0.124082,0.000330,0.004202,-0.110163,0.033092,-0.058141,0.018349,-0.009015,-0.058958,-0.010626,-0.113571,-0.005766,0.119650",2026-03-11 21:57:15.989710
SKU00240,"0.837748,0.500715,0.585160,0.604018,1.500000,-0.024738,0.217596,-0.005868,0.048849,0.018841,-0.037076,0.119451,0.058643,-0.009573,0.082767,0.014336,-0.044379,-0.119206,-0.014381,-0.113666,0.008829,0.099583,-0.011356,-0.137701,-0.174919,-0.008243,0.023859,-0.034570,0.002453,0.119690,-0.078960,0.108072,-0.052958,-0.148122,-0.005039,-0.054685,0.021063,-0.047151,-0.046759,-0.065117,0.049875,0.211471,-0.015153,0.009963,-0.020218,-0.024248,-0.117155,-0.009733,0.060270,0.050646",2026-03-30 21:57:15.989763
SKU00241,"0.586088,0.626372,0.665912,0.459512,1.500000,-0.006604,-0.043422,0.015184,0.057678,0.108452,-0.056679,-0.168606,0.137626,0.187860,0.060802,-0.023849,0.047486,-0.108287,0.289082,-0.081084,0.017193,0.013750,0.100338,-0.036794,0.001415,-0.036901,0.125217,0.097638,-0.235502,-0.054460,-0.173992,-0.039091,-0.196692,0.115532,-0.141896,-0.098185,-0.008872,-0.045368,0.097773,-0.077909,-0.074856,-0.025229,-0.130135,-0.148968,0.036530,-0.079241,-0.046644,0.007463,-0.044696,0.106278",2026-03-31 21:57:15.989814
SKU00242,"0.751258,0.724448,0.560350,0.470881,1.500000,0.009145,0.135367,-0.082621,-0.008532,-0.054060,-0.056043,-0.224021,-0.057040,-0.116515,-0.207702,0.101981,0.105187,0.076003,0.271761,0.050143,0.144941,-0.038250,-0.054263,-0.054900,0.043235,0.152943,-0.027897,0.016732,-0.206220,-0.010824,0.020480,0.028238,-0.045280,0.057515,-0.294217,-0.015031,-0.072275,-0.184269,0.007028,-0.068234,0.087347,-0.008122,-0.107788,-0.210704,0.127282,-0.167504,0.121228,-0.080629,0.107291,0.020436",2026-03-13 21:57:15.989865
SKU00243,"0.612923,0.763658,0.527011,0.481243,1.500000,-0.350364,-0.103497,0.072890,0.053396,0.008330,0.081181,-0.049646,0.129646,-0.020213,0.039062,-0.066741,0.062146,0.137221,-0.085467,0.170649,0.057662,0.025926,0.084775,0.063107,0.116834,-0.044165,-0.114499,0.074923,0.017214,0.044082,-0.011273,0.148133,-0.075565,0.150109,0.106818,0.111723,0.046069,0.126695,0.128618,-0.105425,-0.302852,-0.078197,0.001463,-0.007454,0.021673,-0.102976,-0.123864,-0.062685,0.008782,0.050878",2026-03-30 21:57:15.989916
SKU00244,"0.452184,0.672997,0.823785,0.661895,1.500000,0.011089,-0.094636,-0.038666,0.102958,-0.066125,-0.139796,-0.077209,0.028728,0.135625,-0.029260,0.063485,0.027747,-0.030789,0.127934,-0.026054,-0.180014,-0.004337,0.173412,-0.005816,0.144874,0.280231,0.186810,0.046444,-0.037335,0.026773,-0.063420,0.073811,0.078879,0.245076,0.029473,-0.095138,0.032774,-0.063458,-0.069841,0.015173,0.084539,0.037929,0.018188,0.076040,-0.145834,0.114896,-0.011736,0.023302,0.153480,-0.008494",2026-03-29 21:57:15.989967
SKU00245,"0.726994,0.980285,0.698898,0.570940,1.500000,0.132086,0.012092,0.012698,-0.096424,-0.023733,-0.027705,-0.035268,-0.044075,0.095382,0.066457,-0.197088,0.040089,-0.210947,0.099907,-0.129575,-0.058719,0.093044,-0.008752,-0.102287,-0.088528,0.176494,0.087638,-0.052965,-0.103521,-0.099107,-0.044954,-0.099909,-0.048548,-0.010619,-0.110270,-0.076599,0.000735,-0.043128,0.009080,0.148756,0.099386,-0.183619,0.040613,0.101480,-0.029281,0.084610,-0.105892,-0.030455,0.034103,-0.046486",2026-03-26 21:57:15.990017
SKU00246,"0.578169,0.604462,0.521163,0.428069,1.500000,0.129533,-0.116909,0.101401,0.148566,0.045252,-0.023540,-0.116287,0.029459,-0.196677,0.018709,-0.067824,0.071964,-0.111620,-0.018705,-0.063262,0.007766,-0.008630,-0.106351,-0.036333,-0.022235,0.083885,0.008950,0.171159,0.031084,-0.042091,-0.027016,-0.001700,-0.029304,-0.124156,-0.096685,-0.018935,0.067179,-0.014203,-0.173795,0.177207,0.026435,-0.069210,-0.202907,-0.056491,-0.086135,0.134945,0.010435,-0.111655,0.028973,-0.017983",2026-03-29 21:57:15.990066
SKU00247,"0.735025,0.741420,0.641226,0.602637,1.500000,-0.049017,-0.085422,0.132789,0.028269,-0.011513,0.036672,0.045971,0.022274,0.060419,-0.030912,-0.078844,0.120778,-0.169799,0.072930,-0.081755,-0.108958,-0.002124,-0.027755,-0.098844,0.105133,-0.003023,-0.121563,0.075546,0.070980,0.004762,-0.000335,0.029153,-0.054765,-0.124121,0.024681,0.081342,-0.008001,-0.071330,-0.103640,0.096591,-0.033912,0.050979,-0.048125,-0.167642,-0.036801,0.080293,-0.003880,-0.127364,-0.089536,-0.030972",2026-03-17 21:57:15.990117
SKU00248,"0.927253,0.447192,0.816605,0.424821,1.500000,0.162742,-0.022119,0.196387,0.050058,0.083796,0.100399,-0.196853,-0.073357,-0.004542,0.054806,0.139305,0.102994,-0.003972,0.052858,0.040773,-0.029916,0.121431,0.123544,-0.031714,0.003103,0.074261,-0.039782,-0.223269,-0.058424,0.032774,-0.174244,0.166876,-0.172107,-0.146204,0.040814,-0.031808,0.097414,-0.001766,-0.035168,0.060972,-0.053222,0.006086,-0.160822,0.050230,0.061969,0.051338,-0.012337,0.076008,0.036973,0.021464",2026-04-07 21:57:15.990173
SKU00249,"0.867040,0.683491,0.467216,0.497037,1.500000,0.047481,-0.093568,-0.071609,0.019305,-0.191512,-0.036456,-0.202066,-0.059250,-0.045198,0.145393,0.058671,0.167860,0.100736,0.163222,0.136597,0.107606,-0.038780,0.029629,-0.012214,-0.047717,0.051704,0.018323,-0.073828,0.054047,-0.075445,-0.017615,-0.045769,0.013291,0.126005,0.142731,0.023476,0.039346,-0.087062,-0.086268,0.010035,-0.043722,0.030273,0.107409,-0.299948,-0.142347,0.089119,-0.111369,-0.170300,0.133842,0.026195",2026-03-17 21:57:15.990223
SKU00250,"0.790824,0.797847,0.465991,0.649322,1.500000,0.183411,-0.022772,-0.080738,0.172343,-0.019159,-0.158279,0.001580,0.066288,0.024307,0.035463,-0.090308,0.028135,-0.068974,0.068983,-0.067255,0.065215,0.044061,-0.003728,-0.172826,-0.001915,0.019150,0.043963,-0.102263,0.006641,0.200056,0.065620,0.084854,-0.047171,0.033226,0.011871,-0.001152,-0.206280,0.103327,0.093699,0.082715,0.269723,-0.009938,0.143536,-0.008034,0.080794,-0.033628,0.082540,-0.073624,0.310544,-0.059463",2026-04-05 21:57:15.990273
SKU00251,"0.692296,0.601185,0.521401,0.371357,1.500000,0.143223,0.100145,-0.046064,0.161401,0.054468,0.134738,0.008535,-0.043841,0.013345,0.018904,0.234755,-0.037043,-0.064552,-0.018939,0.107389,0.258554,0.040238,-0.137080,-0.070212,-0.176171,0.115797,-0.141053,0.018633,-0.044919,0.066122,-0.188251,-0.092383,0.067812,0.016395,0.005176,-0.081826,-0.051793,0.050383,-0.048993,0.104104,0.139740,-0.248155,0.007603,-0.241956,-0.135677,0.024166,-0.007331,-0.088621,-0.071247,-0.057197",2026-04-02 21:57:15.990322
SKU00252,"0.851479,0.742755,0.549943,0.642514,1.500000,0.171032,-0.111280,-0.047446,0.019794,0.058121,0.074412,-0.003994,0.117126,0.130841,-0.001950,-0.116081,-0.171341,-0.003325,0.099439,-0.009022,0.086457,-0.111356,0.125064,-0.050213,-0.101306,-0.126068,0.106802,0.182081,-0.187146,0.171957,0.018433,0.067814,-0.055729,-0.109243,-0.200822,0.222309,-0.022297,-0.089624,-0.104336,-0.063850,0.019155,0.028050,-0.235696,0.210511,0.039316,0.018017,-0.015556,0.144210,0.040077,0.041171",2026-03-20 21:57:15.990369
SKU00253,"0.700736,0.766285,0.764158,0.411415,1.500000,-0.045257,-0.020334,-0.056051,0.046891,-0.169753,0.091409,-0.201108,0.020135,0.016442,-0.193426,0.074276,-0.132920,-0.145193,0.015637,-0.152270,0.009911,-0.168048,0.057524,-0.074553,0.012664,-0.052017,-0.124657,-0.034188,-0.075710,-0.178843,0.016360,0.007751,-0.071962,0.053165,-0.153775,-0.019157,-0.096050,-0.026933,-0.083017,-0.048980,-0.120497,0.010619,-0.034334,0.219657,0.093045,-0.056475,0.061256,-0.054254,0.121888,0.238997",2026-03-21 21:57:15.990424
SKU00254,"0.450114,0.812444,0.604111,0.518928,1.500000,0.044711,-0.071799,0.091524,0.067262,-0.172485,-0.048025,-0.017184,-0.203068,0.082394,-0.083469,-0.020064,0.037150,-0.050516,-0.169360,-0.037294,-0.038245,0.056437,0.071512,0.150671,-0.064933,0.193210,0.106236,-0.091712,-0.214788,-0.122954,-0.079606,0.057966,-0.184896,-0.105591,0.220691,-0.193001,-0.172559,-0.075405,-0.095114,-0.116547,-0.025429,0.070579,-0.065880,-0.071795,0.071904,-0.016295,-0.002629,0.004880,0.015328,-0.096110",2026-04-04 21:57:15.990480
SKU00255,"0.675721,0.898433,0.502401,0.582609,1.500000,-0.056853,-0.048331,-0.074025,-0.207423,-0.057710,-0.052774,0.213793,-0.005583,0.046110,0.005485,0.069192,-0.104308,0.034887,-0.005976,0.154393,0.025646,0.273117,-0.012421,-0.121761,-0.064738,0.023436,0.042795,-0.051912,0.116355,0.058049,-0.044598,-0.038028,-0.113801,-0.051083,0.048315,0.144975,0.073341,-0.212347,0.006813,0.118009,-0.050787,0.060552,0.161016,0.059415,-0.165563,-0.008007,0.067113,-0.107006,0.001099,0.049577",2026-04-08 21:57:15.990530
SKU00256,"0.762624,0.794328,0.442987,0.516633,1.500000,-0.023170,0.028270,-0.059380,0.070083,0.021221,-0.028847,0.050758,0.125290,0.128501,-0.009452,0.094538,-0.008440,-0.107926,0.059053,0.033393,-0.098206,0.002927,0.055536,0.089823,-0.129064,0.168716,-0.058683,-0.053262,0.057679,0.034792,0.033790,-0.175295,0.147307,0.031654,0.083233,-0.080917,-0.211795,-0.064756,-0.103595,-0.054381,0.006355,-0.146899,-0.033842,0.007552,-0.084428,-0.047509,-0.125083,0.007072,0.036939,0.010768",2026-03-15 21:57:15.990579
SKU00257,"0.526251,0.760577,0.782424,0.562960,1.500000,-0.113718,0.122982,0.130211,0.093750,0.012945,-0.197370,0.005301,0.058973,-0.038515,-0.038782,-0.067723,-0.007232,0.034508,-0.131237,-0.073616,0.087293,0.081386,-0.075351,-0.034785,-0.091962,-0.093339,0.058323,-0.076527,0.024458,0.141204,0.076178,-0.001208,-0.082218,-0.053357,0.167001,0.210439,-0.170743,-0.008152,0.048216,-0.148555,-0.084881,-0.132490,0.080792,-0.032830,0.227764,0.089638,0.013576,-0.053274,-0.214041,-0.132483",2026-03-27 21:57:15.990629
SKU00258,"0.902260,0.681787,0.866341,0.460727,1.500000,-0.147993,-0.110681,0.103808,0.050970,-0.071758,0.105818,0.056105,0.020816,-0.136162,-0.021149,-0.069233,0.017069,-0.049656,0.030977,0.000466,0.016824,0.001246,-0.130850,0.106865,0.108810,0.040780,0.067666,-0.141388,0.064509,0.101100,0.043252,0.036567,-0.056011,0.133785,0.042826,-0.062316,0.099592,-0.000573,-0.057207,0.004462,0.094708,0.013374,0.038359,0.044755,-0.110804,-0.064441,-0.060131,-0.047285,0.082625,0.140031",2026-03-20 21:57:15.990682
SKU00259,"0.371143,0.883391,0.433963,0.422200,1.500000,-0.027891,-0.017659,-0.116759,-0.056689,0.054467,0.178161,-0.032539,-0.001928,0.072448,-0.034840,-0.155935,0.060630,-0.103559,0.026519,0.052413,-0.077972,0.047516,0.016078,0.015157,0.123066,-0.082997,0.093199,0.125871,0.112743,-0.079849,0.021953,0.015355,0.041688,-0.145497,0.110316,0.025968,0.055013,0.036156,-0.040635,0.003318,0.097584,-0.107235,-0.151525,0.083996,-0.133099,0.108910,0.147382,0.100029,0.131446,0.022571",2026-03-26 21:57:15.990733
