sku_id,date,avg_rating,return_rate,sentiment_score,delivery_score,quality_score,Value_score
SKU00251,2024-07-21,4.89,0.266,0.889,0.913,0.655,0.94
SKU00251,2024-07-28,4.62,0.239,0.78,0.858,0.601,0.886
SKU00251,2024-08-04,4.41,0.218,0.695,0.816,0.558,0.843
SKU00251,2024-08-11,4.85,0.262,0.872,0.904,0.647,0.932
SKU00251,2024-08-18,4.62,0.239,0.781,0.859,0.601,0.886
SKU00251,2024-08-25,4.71,0.248,0.815,0.876,0.618,0.903
SKU00251,2024-09-01,4.83,0.26,0.865,0.9,0.643,0.928
SKU00251,2024-09-08,4.82,0.259,0.862,0.899,0.642,0.927
SKU00251,2024-09-15,4.71,0.248,0.816,0.876,0.619,0.904
SKU00251,2024-09-22,4.71,0.248,0.816,0.876,0.619,0.904
SKU00251,2024-09-29,4.59,0.237,0.77,0.853,0.596,0.881
SKU00251,2024-10-06,4.75,0.253,0.834,0.885,0.628,0.913
SKU00251,2024-10-13,4.71,0.248,0.816,0.876,0.619,0.904
SKU00251,2024-10-20,4.8,0.257,0.853,0.894,0.637,0.922
SKU00251,2024-10-27,4.89,0.266,0.889,0.912,0.655,0.94
SKU00251,2024-11-03,4.81,0.258,0.857,0.896,0.639,0.924
SKU00251,2024-11-10,4.74,0.252,0.831,0.883,0.626,0.911
SKU00251,2024-11-17,4.43,0.22,0.706,0.821,0.564,0.848
SKU00251,2024-11-24,4.63,0.24,0.786,0.861,0.604,0.889
SKU00251,2024-12-01,5.0,0.289,0.978,0.957,0.7,0.985
SKU00251,2024-12-08,4.88,0.265,0.883,0.91,0.652,0.937
SKU00251,2024-12-15,4.62,0.239,0.78,0.858,0.601,0.886
SKU00251,2024-12-22,4.58,0.235,0.766,0.851,0.594,0.879
SKU00251,2024-12-29,4.75,0.252,0.833,0.885,0.628,0.912
SKU00251,2025-01-05,4.89,0.266,0.887,0.912,0.654,0.939
SKU00251,2025-01-12,4.96,0.273,0.916,0.926,0.669,0.954
SKU00252,2024-01-07,5.0,0.085,1.0,0.891,0.75,0.395
SKU00252,2024-01-14,4.89,0.08,0.945,0.858,0.717,0.362
SKU00252,2024-01-21,5.0,0.087,1.0,0.902,0.761,0.405
SKU00252,2024-01-28,5.0,0.085,1.0,0.889,0.749,0.393
SKU00252,2024-02-04,5.0,0.085,1.0,0.89,0.749,0.394
SKU00252,2024-02-11,4.97,0.082,0.977,0.874,0.734,0.378
SKU00252,2024-02-18,4.91,0.08,0.952,0.862,0.721,0.365
SKU00252,2024-02-25,4.92,0.081,0.955,0.863,0.722,0.367
SKU00252,2024-03-03,5.0,0.092,1.0,0.931,0.791,0.435
SKU00252,2024-03-10,4.95,0.082,0.97,0.871,0.73,0.374
SKU00252,2024-03-17,4.93,0.081,0.959,0.865,0.724,0.369
SKU00252,2024-03-24,5.0,0.086,1.0,0.897,0.756,0.4
SKU00252,2024-03-31,4.69,0.073,0.864,0.818,0.677,0.322
SKU00252,2024-04-07,4.99,0.083,0.983,0.877,0.737,0.381
SKU00252,2024-04-14,5.0,0.087,1.0,0.905,0.764,0.409
SKU00252,2024-04-21,4.92,0.081,0.957,0.864,0.724,0.368
SKU00252,2024-04-28,4.72,0.074,0.878,0.825,0.684,0.328
SKU00252,2024-05-05,4.91,0.08,0.952,0.862,0.721,0.366
SKU00252,2024-05-12,5.0,0.086,1.0,0.894,0.753,0.397
SKU00252,2024-05-19,4.88,0.079,0.941,0.856,0.715,0.36
SKU00252,2024-05-26,5.0,0.085,1.0,0.892,0.752,0.396
SKU00252,2024-06-02,4.99,0.083,0.983,0.877,0.736,0.381
SKU00252,2024-06-09,5.0,0.092,1.0,0.93,0.789,0.434
SKU00252,2024-06-16,5.0,0.089,1.0,0.915,0.775,0.419
SKU00252,2024-06-23,5.0,0.088,1.0,0.906,0.765,0.409
SKU00252,2024-06-30,4.94,0.081,0.966,0.869,0.728,0.372
SKU00252,2024-07-07,5.0,0.084,0.993,0.882,0.742,0.386
SKU00252,2024-07-14,5.0,0.089,1.0,0.914,0.773,0.418
SKU00252,2024-07-21,4.99,0.083,0.984,0.878,0.737,0.382
SKU00252,2024-07-28,5.0,0.086,1.0,0.899,0.758,0.402
SKU00252,2024-08-04,4.95,0.082,0.967,0.869,0.729,0.373
SKU00252,2024-08-11,5.0,0.088,1.0,0.909,0.768,0.413
SKU00252,2024-08-18,4.89,0.08,0.945,0.858,0.718,0.362
SKU00252,2024-08-25,5.0,0.088,1.0,0.908,0.768,0.412
SKU00252,2024-09-01,4.91,0.08,0.951,0.861,0.721,0.365
SKU00252,2024-09-08,4.91,0.08,0.954,0.863,0.722,0.367
SKU00252,2024-09-15,5.0,0.086,1.0,0.896,0.755,0.4
SKU00252,2024-09-22,5.0,0.083,0.988,0.88,0.739,0.384
SKU00252,2024-09-29,5.0,0.084,0.995,0.883,0.742,0.387
SKU00252,2024-10-06,5.0,0.089,1.0,0.916,0.775,0.419
SKU00252,2024-10-13,5.0,0.083,0.99,0.881,0.74,0.384
SKU00252,2024-10-20,5.0,0.086,1.0,0.897,0.756,0.401
SKU00252,2024-10-27,5.0,0.084,1.0,0.886,0.745,0.39
SKU00252,2024-11-03,4.89,0.08,0.945,0.858,0.717,0.362
SKU00252,2024-11-10,5.0,0.086,1.0,0.895,0.754,0.399
SKU00252,2024-11-17,4.77,0.076,0.897,0.834,0.693,0.338
SKU00252,2024-11-24,4.82,0.077,0.915,0.843,0.702,0.347
SKU00252,2024-12-01,5.0,0.091,1.0,0.928,0.787,0.431
SKU00252,2024-12-08,5.0,0.087,1.0,0.905,0.764,0.409
SKU00252,2024-12-15,5.0,0.088,1.0,0.908,0.767,0.411
SKU00252,2024-12-22,4.87,0.079,0.937,0.854,0.714,0.358
SKU00252,2024-12-29,4.76,0.075,0.893,0.832,0.692,0.336
SKU00252,2025-01-05,5.0,0.084,0.992,0.882,0.741,0.385
SKU00252,2025-01-12,5.0,0.091,1.0,0.929,0.788,0.433
SKU00253,2024-01-07,5.0,0.118,0.992,0.94,0.793,0.963
SKU00253,2024-01-14,4.63,0.098,0.802,0.845,0.698,0.868
SKU00253,2024-01-21,5.0,0.116,0.973,0.931,0.784,0.953
SKU00253,2024-01-28,4.71,0.101,0.835,0.862,0.715,0.884
SKU00253,2024-02-04,4.79,0.105,0.865,0.877,0.73,0.899
SKU00253,2024-02-11,4.89,0.109,0.906,0.897,0.75,0.919
SKU00253,2024-02-18,5.0,0.115,0.961,0.925,0.778,0.947
SKU00253,2024-02-25,4.93,0.111,0.924,0.906,0.759,0.928
SKU00253,2024-03-03,4.69,0.1,0.825,0.857,0.71,0.879
SKU00253,2024-03-10,4.62,0.098,0.801,0.845,0.698,0.867
SKU00253,2024-03-17,4.81,0.106,0.877,0.883,0.736,0.905
SKU00253,2024-03-24,4.64,0.098,0.806,0.847,0.7,0.87
SKU00253,2024-03-31,4.84,0.107,0.889,0.889,0.742,0.911
SKU00253,2024-04-07,5.0,0.117,0.986,0.938,0.79,0.96
SKU00253,2024-04-14,4.69,0.1,0.826,0.857,0.71,0.879
SKU00253,2024-04-21,4.6,0.097,0.792,0.841,0.693,0.863
SKU00253,2024-04-28,4.93,0.111,0.922,0.905,0.758,0.928
SKU00253,2024-05-05,4.73,0.102,0.842,0.866,0.718,0.888
SKU00253,2024-05-12,4.85,0.108,0.893,0.891,0.744,0.913
SKU00253,2024-05-19,4.58,0.096,0.783,0.836,0.689,0.858
SKU00253,2024-05-26,4.94,0.111,0.927,0.908,0.761,0.93
SKU00253,2024-06-02,4.58,0.096,0.783,0.836,0.689,0.858
SKU00253,2024-06-09,4.85,0.107,0.89,0.889,0.742,0.911
SKU00253,2024-06-16,4.95,0.112,0.932,0.91,0.763,0.932
SKU00253,2024-06-23,5.0,0.122,1.0,0.96,0.813,0.982
SKU00253,2024-06-30,4.8,0.105,0.87,0.879,0.732,0.901
SKU00253,2024-07-07,4.97,0.112,0.94,0.914,0.767,0.936
SKU00253,2024-07-14,4.66,0.099,0.814,0.851,0.704,0.873
SKU00253,2024-07-21,4.92,0.11,0.92,0.904,0.757,0.927
SKU00253,2024-07-28,4.75,0.103,0.852,0.87,0.723,0.893
SKU00253,2024-08-04,4.68,0.1,0.823,0.856,0.709,0.878
SKU00253,2024-08-11,4.64,0.099,0.808,0.849,0.701,0.871
SKU00253,2024-08-18,4.77,0.104,0.859,0.874,0.727,0.896
SKU00253,2024-08-25,4.73,0.102,0.844,0.866,0.719,0.888
SKU00253,2024-09-01,4.75,0.103,0.851,0.87,0.723,0.892
SKU00253,2024-09-08,4.85,0.108,0.893,0.891,0.744,0.913
SKU00253,2024-09-15,4.87,0.108,0.898,0.893,0.746,0.916
SKU00253,2024-09-22,4.78,0.104,0.864,0.876,0.729,0.899
SKU00253,2024-09-29,5.0,0.117,0.983,0.936,0.789,0.958
SKU00253,2024-10-06,4.93,0.111,0.924,0.906,0.759,0.929
SKU00253,2024-10-13,4.73,0.102,0.844,0.867,0.719,0.889
SKU00253,2024-10-20,5.0,0.115,0.96,0.924,0.777,0.946
SKU00253,2024-10-27,4.8,0.105,0.87,0.879,0.732,0.901
SKU00253,2024-11-03,4.73,0.102,0.844,0.867,0.719,0.889
SKU00253,2024-11-10,4.76,0.103,0.854,0.872,0.724,0.894
SKU00253,2024-11-17,4.69,0.1,0.825,0.857,0.71,0.879
SKU00253,2024-11-24,4.84,0.107,0.886,0.887,0.74,0.909
SKU00253,2024-12-01,4.67,0.1,0.818,0.854,0.706,0.876
SKU00253,2024-12-08,4.77,0.104,0.861,0.875,0.728,0.897
SKU00253,2024-12-15,4.68,0.1,0.823,0.856,0.709,0.878
SKU00253,2024-12-22,4.97,0.112,0.938,0.913,0.766,0.936
SKU00253,2024-12-29,4.61,0.097,0.793,0.841,0.694,0.863
SKU00253,2025-01-05,4.81,0.106,0.875,0.882,0.735,0.904
SKU00253,2025-01-12,4.98,0.113,0.944,0.916,0.769,0.939
SKU00254,2024-01-07,4.69,0.255,0.82,0.865,0.554,0.769
SKU00254,2024-01-14,4.76,0.262,0.847,0.879,0.567,0.782
SKU00254,2024-01-21,4.9,0.277,0.901,0.906,0.594,0.809
SKU00254,2024-01-28,4.8,0.266,0.86,0.885,0.574,0.789
SKU00254,2024-02-04,4.73,0.259,0.833,0.871,0.56,0.775
SKU00254,2024-02-11,4.73,0.259,0.833,0.872,0.56,0.775
SKU00254,2024-02-18,4.76,0.262,0.847,0.878,0.567,0.782
SKU00254,2024-02-25,4.71,0.257,0.826,0.868,0.557,0.772
SKU00254,2024-03-03,4.48,0.233,0.734,0.822,0.511,0.726
SKU00254,2024-03-10,4.69,0.254,0.816,0.863,0.552,0.767
SKU00254,2024-03-17,4.97,0.284,0.931,0.92,0.609,0.824
SKU00254,2024-03-24,4.61,0.247,0.787,0.849,0.537,0.752
SKU00254,2024-03-31,4.89,0.276,0.897,0.904,0.593,0.808
SKU00254,2024-04-07,4.92,0.279,0.91,0.91,0.599,0.814
SKU00254,2024-04-14,4.91,0.278,0.906,0.908,0.597,0.812
SKU00254,2024-04-21,4.48,0.233,0.735,0.823,0.511,0.726
SKU00254,2024-04-28,4.69,0.255,0.818,0.864,0.553,0.768
SKU00254,2024-05-05,4.71,0.257,0.825,0.867,0.556,0.771
SKU00254,2024-05-12,4.56,0.241,0.764,0.837,0.526,0.741
SKU00254,2024-05-19,4.86,0.273,0.887,0.899,0.587,0.802
SKU00254,2024-05-26,4.68,0.254,0.816,0.863,0.552,0.767
SKU00254,2024-06-02,4.7,0.256,0.822,0.866,0.555,0.77
SKU00254,2024-06-09,5.0,0.293,0.962,0.936,0.625,0.84
SKU00254,2024-06-16,4.89,0.276,0.899,0.905,0.593,0.808
SKU00254,2024-06-23,4.62,0.247,0.788,0.849,0.538,0.753
SKU00254,2024-06-30,4.96,0.284,0.928,0.919,0.608,0.823
SKU00254,2024-07-07,4.44,0.229,0.718,0.814,0.503,0.718
SKU00254,2024-07-14,5.0,0.294,0.969,0.94,0.628,0.843
SKU00254,2024-07-21,4.69,0.255,0.818,0.864,0.553,0.768
SKU00254,2024-07-28,4.84,0.27,0.877,0.893,0.582,0.797
SKU00254,2024-08-04,5.0,0.291,0.954,0.932,0.621,0.836
SKU00254,2024-08-11,4.6,0.245,0.783,0.846,0.535,0.75
SKU00254,2024-08-18,4.79,0.266,0.859,0.885,0.573,0.788
SKU00254,2024-08-25,4.8,0.266,0.862,0.886,0.575,0.79
SKU00254,2024-09-01,4.51,0.236,0.748,0.829,0.518,0.733
SKU00254,2024-09-08,4.74,0.26,0.837,0.874,0.563,0.777
SKU00254,2024-09-15,4.62,0.248,0.791,0.85,0.539,0.754
SKU00254,2024-09-22,4.78,0.264,0.853,0.882,0.571,0.785
SKU00254,2024-09-29,4.76,0.262,0.845,0.878,0.566,0.781
SKU00254,2024-10-06,4.76,0.262,0.845,0.878,0.567,0.782
SKU00254,2024-10-13,4.69,0.255,0.82,0.865,0.554,0.769
SKU00254,2024-10-20,5.0,0.291,0.955,0.933,0.621,0.836
SKU00254,2024-10-27,4.56,0.241,0.766,0.838,0.527,0.742
SKU00254,2024-11-03,4.69,0.255,0.819,0.865,0.553,0.768
SKU00254,2024-11-10,4.87,0.274,0.889,0.9,0.588,0.803
SKU00254,2024-11-17,4.6,0.245,0.783,0.846,0.535,0.75
SKU00254,2024-11-24,4.73,0.259,0.833,0.872,0.561,0.776
SKU00254,2024-12-01,4.71,0.257,0.828,0.869,0.558,0.773
SKU00254,2024-12-08,4.51,0.236,0.747,0.829,0.518,0.732
SKU00254,2024-12-15,4.76,0.262,0.847,0.879,0.567,0.782
SKU00254,2024-12-22,4.82,0.269,0.872,0.891,0.58,0.795
SKU00254,2024-12-29,4.77,0.263,0.849,0.879,0.568,0.783
SKU00254,2025-01-05,4.88,0.275,0.895,0.902,0.591,0.806
SKU00254,2025-01-12,4.6,0.245,0.782,0.846,0.535,0.75
SKU00255,2024-01-07,4.94,0.217,0.951,0.868,0.657,0.65
SKU00255,2024-01-14,5.0,0.231,1.0,0.899,0.688,0.681
SKU00255,2024-01-21,4.78,0.202,0.885,0.836,0.624,0.618
SKU00255,2024-01-28,4.69,0.195,0.85,0.818,0.606,0.6
SKU00255,2024-02-04,4.82,0.206,0.901,0.843,0.632,0.625
SKU00255,2024-02-11,5.0,0.231,1.0,0.9,0.688,0.682
SKU00255,2024-02-18,5.0,0.258,1.0,0.961,0.749,0.743
SKU00255,2024-02-25,4.71,0.197,0.859,0.822,0.611,0.604
SKU00255,2024-03-03,5.0,0.226,0.989,0.887,0.676,0.669
SKU00255,2024-03-10,5.0,0.227,0.994,0.89,0.678,0.672
SKU00255,2024-03-17,5.0,0.232,1.0,0.901,0.689,0.683
SKU00255,2024-03-24,4.88,0.212,0.926,0.856,0.644,0.638
SKU00255,2024-03-31,5.0,0.238,1.0,0.916,0.704,0.698
SKU00255,2024-04-07,4.75,0.2,0.874,0.83,0.618,0.612
SKU00255,2024-04-14,4.89,0.212,0.929,0.857,0.646,0.639
SKU00255,2024-04-21,5.0,0.233,1.0,0.905,0.693,0.687
SKU00255,2024-04-28,5.0,0.248,1.0,0.938,0.726,0.72
SKU00255,2024-05-05,5.0,0.241,1.0,0.922,0.71,0.704
SKU00255,2024-05-12,4.92,0.215,0.943,0.865,0.653,0.647
SKU00255,2024-05-19,4.83,0.207,0.905,0.846,0.634,0.627
SKU00255,2024-05-26,4.74,0.199,0.87,0.828,0.617,0.61
SKU00255,2024-06-02,4.82,0.206,0.901,0.844,0.632,0.626
SKU00255,2024-06-09,5.0,0.228,1.0,0.893,0.682,0.675
SKU00255,2024-06-16,4.86,0.21,0.918,0.852,0.64,0.634
SKU00255,2024-06-23,4.69,0.195,0.85,0.818,0.606,0.6
SKU00255,2024-06-30,5.0,0.225,0.988,0.887,0.675,0.669
SKU00255,2024-07-07,4.85,0.209,0.913,0.849,0.638,0.631
SKU00255,2024-07-14,4.88,0.211,0.926,0.856,0.644,0.638
SKU00255,2024-07-21,5.0,0.223,0.978,0.882,0.67,0.664
SKU00255,2024-07-28,4.76,0.201,0.878,0.832,0.62,0.614
SKU00255,2024-08-04,5.0,0.237,1.0,0.914,0.702,0.696
SKU00255,2024-08-11,5.0,0.257,1.0,0.958,0.746,0.74
SKU00255,2024-08-18,4.96,0.219,0.958,0.872,0.66,0.654
SKU00255,2024-08-25,5.0,0.241,1.0,0.922,0.71,0.704
SKU00255,2024-09-01,4.6,0.187,0.814,0.8,0.588,0.582
SKU00255,2024-09-08,4.86,0.21,0.919,0.853,0.641,0.635
SKU00255,2024-09-15,4.96,0.219,0.96,0.873,0.661,0.655
SKU00255,2024-09-22,5.0,0.242,1.0,0.925,0.713,0.707
SKU00255,2024-09-29,4.96,0.218,0.957,0.871,0.66,0.653
SKU00255,2024-10-06,5.0,0.233,1.0,0.904,0.692,0.686
SKU00255,2024-10-13,5.0,0.223,0.98,0.883,0.671,0.665
SKU00255,2024-10-20,4.87,0.21,0.921,0.853,0.642,0.635
SKU00255,2024-10-27,5.0,0.233,1.0,0.904,0.692,0.686
SKU00255,2024-11-03,5.0,0.237,1.0,0.914,0.702,0.696
SKU00255,2024-11-10,4.99,0.221,0.97,0.878,0.666,0.66
SKU00255,2024-11-17,4.81,0.205,0.898,0.842,0.63,0.624
SKU00255,2024-11-24,4.9,0.213,0.933,0.859,0.648,0.641
SKU00255,2024-12-01,5.0,0.232,1.0,0.903,0.691,0.684
SKU00255,2024-12-08,4.92,0.215,0.94,0.863,0.651,0.645
SKU00255,2024-12-15,4.95,0.218,0.953,0.87,0.658,0.652
SKU00255,2024-12-22,5.0,0.223,0.977,0.882,0.67,0.664
SKU00255,2024-12-29,4.85,0.209,0.916,0.851,0.639,0.633
SKU00255,2025-01-05,4.84,0.208,0.909,0.848,0.636,0.63
SKU00255,2025-01-12,4.83,0.208,0.908,0.847,0.635,0.629
SKU00256,2024-01-07,5.0,0.25,0.945,0.88,0.674,0.826
SKU00256,2024-01-14,4.94,0.244,0.919,0.867,0.661,0.813
SKU00256,2024-01-21,4.82,0.232,0.87,0.843,0.636,0.789
SKU00256,2024-01-28,4.91,0.241,0.907,0.862,0.655,0.807
SKU00256,2024-02-04,4.85,0.235,0.885,0.85,0.643,0.796
SKU00256,2024-02-11,4.98,0.248,0.937,0.876,0.67,0.822
SKU00256,2024-02-18,4.74,0.224,0.84,0.828,0.621,0.774
SKU00256,2024-02-25,5.0,0.275,1.0,0.93,0.723,0.876
SKU00256,2024-03-03,5.0,0.262,0.99,0.903,0.696,0.849
SKU00256,2024-03-10,5.0,0.255,0.964,0.89,0.683,0.836
SKU00256,2024-03-17,5.0,0.253,0.954,0.885,0.678,0.831
SKU00256,2024-03-24,4.92,0.242,0.911,0.863,0.656,0.809
SKU00256,2024-03-31,4.83,0.233,0.876,0.846,0.639,0.792
SKU00256,2024-04-07,5.0,0.254,0.958,0.887,0.68,0.833
SKU00256,2024-04-14,4.99,0.249,0.941,0.878,0.672,0.824
SKU00256,2024-04-21,5.0,0.256,0.966,0.891,0.684,0.837
SKU00256,2024-04-28,5.0,0.267,1.0,0.914,0.707,0.859
SKU00256,2024-05-05,5.0,0.274,1.0,0.929,0.722,0.875
SKU00256,2024-05-12,5.0,0.262,0.99,0.903,0.696,0.849
SKU00256,2024-05-19,4.94,0.244,0.92,0.868,0.661,0.814
SKU00256,2024-05-26,5.0,0.26,0.982,0.899,0.692,0.845
SKU00256,2024-06-02,5.0,0.253,0.955,0.886,0.679,0.831
SKU00256,2024-06-09,5.0,0.273,1.0,0.926,0.719,0.872
SKU00256,2024-06-16,4.72,0.222,0.831,0.824,0.617,0.769
SKU00256,2024-06-23,4.84,0.234,0.878,0.847,0.64,0.793
SKU00256,2024-06-30,4.98,0.248,0.937,0.877,0.67,0.823
SKU00256,2024-07-07,4.84,0.234,0.881,0.849,0.642,0.795
SKU00256,2024-07-14,5.0,0.252,0.954,0.885,0.678,0.831
SKU00256,2024-07-21,5.0,0.256,0.968,0.892,0.685,0.838
SKU00256,2024-07-28,5.0,0.271,1.0,0.922,0.715,0.868
SKU00256,2024-08-04,5.0,0.259,0.98,0.898,0.691,0.844
SKU00256,2024-08-11,4.94,0.244,0.922,0.869,0.662,0.815
SKU00256,2024-08-18,5.0,0.25,0.944,0.88,0.673,0.826
SKU00256,2024-08-25,4.77,0.227,0.851,0.833,0.627,0.779
SKU00256,2024-09-01,4.69,0.219,0.819,0.818,0.611,0.763
SKU00256,2024-09-08,5.0,0.265,1.0,0.91,0.703,0.856
SKU00256,2024-09-15,5.0,0.263,0.996,0.906,0.699,0.852
SKU00256,2024-09-22,5.0,0.258,0.976,0.896,0.689,0.842
SKU00256,2024-09-29,5.0,0.264,0.998,0.907,0.7,0.853
SKU00256,2024-10-06,5.0,0.275,1.0,0.929,0.722,0.875
SKU00256,2024-10-13,4.97,0.247,0.931,0.874,0.667,0.82
SKU00256,2024-10-20,4.96,0.246,0.927,0.872,0.665,0.817
SKU00256,2024-10-27,5.0,0.28,1.0,0.94,0.733,0.886
SKU00256,2024-11-03,5.0,0.258,0.975,0.895,0.689,0.841
SKU00256,2024-11-10,4.96,0.246,0.929,0.872,0.666,0.818
SKU00256,2024-11-17,5.0,0.252,0.951,0.884,0.677,0.829
SKU00256,2024-11-24,5.0,0.262,0.992,0.904,0.697,0.85
SKU00256,2024-12-01,5.0,0.25,0.945,0.881,0.674,0.826
SKU00256,2024-12-08,4.73,0.223,0.835,0.826,0.619,0.772
SKU00256,2024-12-15,4.97,0.247,0.932,0.874,0.667,0.82
SKU00256,2024-12-22,5.0,0.25,0.945,0.881,0.674,0.826
SKU00256,2024-12-29,4.9,0.24,0.903,0.86,0.653,0.805
SKU00256,2025-01-05,5.0,0.252,0.95,0.883,0.676,0.829
SKU00256,2025-01-12,4.93,0.243,0.914,0.865,0.658,0.811
SKU00257,2024-01-07,4.55,0.279,0.771,0.826,0.596,0.642
SKU00257,2024-01-14,4.87,0.319,0.898,0.89,0.66,0.706
SKU00257,2024-01-21,4.54,0.277,0.766,0.824,0.594,0.64
SKU00257,2024-01-28,4.99,0.333,0.946,0.913,0.683,0.73
SKU00257,2024-02-04,4.48,0.271,0.744,0.813,0.583,0.629
SKU00257,2024-02-11,4.98,0.333,0.943,0.912,0.682,0.728
SKU00257,2024-02-18,4.9,0.322,0.911,0.896,0.666,0.712
SKU00257,2024-02-25,4.34,0.253,0.689,0.785,0.555,0.602
SKU00257,2024-03-03,4.84,0.315,0.886,0.883,0.653,0.7
SKU00257,2024-03-10,4.97,0.331,0.939,0.91,0.68,0.727
SKU00257,2024-03-17,4.67,0.294,0.821,0.851,0.621,0.667
SKU00257,2024-03-24,4.89,0.322,0.909,0.895,0.665,0.712
SKU00257,2024-03-31,4.76,0.306,0.856,0.869,0.639,0.685
SKU00257,2024-04-07,4.8,0.31,0.872,0.877,0.647,0.693
SKU00257,2024-04-14,4.62,0.287,0.798,0.84,0.61,0.656
SKU00257,2024-04-21,4.78,0.307,0.862,0.872,0.642,0.688
SKU00257,2024-04-28,4.85,0.316,0.89,0.886,0.656,0.702
SKU00257,2024-05-05,4.92,0.325,0.92,0.9,0.67,0.717
SKU00257,2024-05-12,4.9,0.323,0.912,0.896,0.666,0.713
SKU00257,2024-05-19,4.68,0.295,0.824,0.852,0.622,0.669
SKU00257,2024-05-26,4.92,0.326,0.921,0.901,0.671,0.717
SKU00257,2024-06-02,4.93,0.326,0.922,0.902,0.671,0.718
SKU00257,2024-06-09,4.77,0.306,0.858,0.869,0.639,0.686
SKU00257,2024-06-16,5.0,0.337,0.958,0.92,0.69,0.736
SKU00257,2024-06-23,4.69,0.296,0.827,0.854,0.624,0.67
SKU00257,2024-06-30,4.99,0.333,0.946,0.913,0.683,0.73
SKU00257,2024-07-07,4.65,0.291,0.811,0.846,0.616,0.662
SKU00257,2024-07-14,4.91,0.324,0.914,0.898,0.668,0.714
SKU00257,2024-07-21,4.79,0.309,0.867,0.874,0.644,0.69
SKU00257,2024-07-28,5.0,0.34,0.968,0.924,0.694,0.741
SKU00257,2024-08-04,4.66,0.293,0.816,0.849,0.619,0.665
SKU00257,2024-08-11,4.86,0.318,0.897,0.889,0.659,0.706
SKU00257,2024-08-18,4.78,0.308,0.865,0.873,0.643,0.689
SKU00257,2024-08-25,4.97,0.332,0.941,0.911,0.681,0.727
SKU00257,2024-09-01,4.86,0.317,0.895,0.888,0.658,0.704
SKU00257,2024-09-08,4.8,0.31,0.87,0.875,0.645,0.692
SKU00257,2024-09-15,4.88,0.32,0.902,0.892,0.662,0.708
SKU00257,2024-09-22,4.77,0.306,0.859,0.87,0.64,0.686
SKU00257,2024-09-29,4.67,0.294,0.818,0.85,0.62,0.666
SKU00257,2024-10-06,5.0,0.353,1.0,0.945,0.715,0.761
SKU00257,2024-10-13,4.61,0.287,0.797,0.839,0.609,0.655
SKU00257,2024-10-20,4.89,0.321,0.907,0.894,0.664,0.71
SKU00257,2024-10-27,4.58,0.282,0.782,0.832,0.601,0.648
SKU00257,2024-11-03,4.92,0.325,0.918,0.9,0.67,0.716
SKU00257,2024-11-10,4.68,0.295,0.823,0.852,0.622,0.668
SKU00257,2024-11-17,4.9,0.323,0.911,0.896,0.666,0.712
SKU00257,2024-11-24,4.8,0.31,0.869,0.875,0.645,0.692
SKU00257,2024-12-01,4.97,0.332,0.94,0.911,0.681,0.727
SKU00257,2024-12-08,4.53,0.277,0.764,0.823,0.593,0.639
SKU00257,2024-12-15,4.69,0.296,0.826,0.854,0.624,0.67
SKU00257,2024-12-22,4.62,0.287,0.798,0.84,0.61,0.656
SKU00257,2024-12-29,4.93,0.327,0.924,0.902,0.672,0.719
SKU00257,2025-01-05,4.67,0.294,0.821,0.851,0.621,0.667
SKU00257,2025-01-12,4.63,0.289,0.804,0.843,0.613,0.659
SKU00258,2024-01-07,5.0,0.161,0.955,0.902,0.869,0.923
SKU00258,2024-01-14,4.73,0.137,0.803,0.826,0.793,0.847
SKU00258,2024-01-21,5.0,0.168,1.0,0.927,0.895,0.948
SKU00258,2024-01-28,4.85,0.145,0.852,0.851,0.818,0.871
SKU00258,2024-02-04,5.0,0.158,0.941,0.895,0.862,0.916
SKU00258,2024-02-11,5.0,0.157,0.929,0.889,0.856,0.91
SKU00258,2024-02-18,5.0,0.155,0.918,0.883,0.851,0.904
SKU00258,2024-02-25,4.79,0.141,0.828,0.839,0.806,0.859
SKU00258,2024-03-03,5.0,0.156,0.925,0.887,0.854,0.908
SKU00258,2024-03-10,5.0,0.154,0.912,0.881,0.848,0.901
SKU00258,2024-03-17,4.9,0.148,0.872,0.861,0.828,0.881
SKU00258,2024-03-24,4.91,0.149,0.877,0.863,0.83,0.883
SKU00258,2024-03-31,4.9,0.148,0.87,0.859,0.827,0.88
SKU00258,2024-04-07,5.0,0.161,0.958,0.904,0.871,0.924
SKU00258,2024-04-14,4.91,0.149,0.877,0.863,0.83,0.883
SKU00258,2024-04-21,5.0,0.155,0.919,0.884,0.851,0.905
SKU00258,2024-04-28,5.0,0.163,0.969,0.909,0.876,0.93
SKU00258,2024-05-05,5.0,0.162,0.967,0.908,0.876,0.929
SKU00258,2024-05-12,4.78,0.141,0.825,0.837,0.804,0.857
SKU00258,2024-05-19,4.91,0.149,0.877,0.863,0.83,0.884
SKU00258,2024-05-26,5.0,0.155,0.918,0.884,0.851,0.904
SKU00258,2024-06-02,5.0,0.155,0.918,0.883,0.851,0.904
SKU00258,2024-06-09,5.0,0.165,0.982,0.915,0.883,0.936
SKU00258,2024-06-16,4.94,0.15,0.886,0.868,0.835,0.888
SKU00258,2024-06-23,4.98,0.153,0.904,0.876,0.844,0.897
SKU00258,2024-06-30,4.82,0.143,0.838,0.844,0.811,0.864
SKU00258,2024-07-07,4.97,0.152,0.9,0.874,0.842,0.895
